,anise,apple,apple-cider,apple-pie,apricot,asparagus,avocado,baked-beans,baked-chicken,banana-bread,barbecue-sauce,beef,beef-steak,beer,beet,blackberry,blueberry,boysenberry,bread,broccoli,brussel-sprouts,burrito,cabbage,caipirinha,cardamom,carrot,cauliflower,celeriac,champagne,chanterelle,charoset,cheeseburger,cherry-tomato,chia,chili,chili-con-carne,chinese-cabbage,chinese-water-chestnut,chives,chocolate,chocolate-cake,chocolate-chip-cookies,chocolate-mousse,chokecherry,cinnamon,coconut,coffee,cold-brew-coffee,coriander,corn-salad,cornbread,cosmopolitan,cranberry,cronut,cucumber,daiquiri,date,diet,dill,donut,dumpling,easter-egg,eggplant,elderberry,empanada,endive,energy-drink,feijoa,fennel,fig,frozen-yogurt,fruit-salad,garden-tomato,garlic,gefilte-fish,gimlet,ginger,gooseberry,grape,grapefruit,grasshopper-cocktail,hamburger,honey,horseradish,hot-chocolate,hot-dog,huckleberry,ice-cream,iced-tea,kale,kale-de,kale-jp,kimchi,kohlrabi,kumquat,lamb,lasagna,leek,lemon,lemon-balm,lobster,long-island-iced-tea,lychee,macaron,mai-tai,maitake,mandarin-orange,mango,manhattan-cocktail,margarita,marshmallow,martini,marzipan,matzah-ball,meatball,meatloaf,meringue,microgreen,mimosa,mint-julep,mojito,moscow-mule,mulberry,mushroom,nachos,napa-cabbage,nectarine,negroni,nougat,nutmeg,okra,old-fashioned,onion,orange,parsnip,pasta-salad,peach,pear,peppermint,persimmon,pho,pie,pina-colada,pineapple,pizza,plum,pomegranate,popcorn,pork,pork-chops,pot-pie,potato,potato-gratin,pummelo,pumpkin,pumpkin-spice-latte,quince,quinoa,radish,ravioli,red-wine,redcurrant,rhubarb,risotto,rosemary,salad,salmon,sex-on-the-beach,shallot,shirley-temple,shrimp,sidecar,smoothie,soup,sour-cherry,spaghetti,spinach,star-anise,stew,strawberry,sushi,sweet-cherry,sweet-potato,swiss-chard,taco,tamale,tea,tequila-sunrise,tom-collins,turkey,turmeric,turnip,watermelon,whiskey-sour,white-russian,white-wine,wild-leek
2012-25,17.0,21.0,4.0,7.0,81.0,37.0,56.0,32.0,75.0,66.0,61.0,42.0,44.0,74.0,79.0,75.0,65.0,34.0,53.0,32.0,7.0,35.0,17.0,37.0,37.0,28.0,26.0,16.0,26.0,9.0,0.0,40.0,43.0,32.0,55.0,18.0,78.0,14.0,57.0,33.0,57.0,29.0,34.0,9.0,34.0,48.0,82.0,12.0,79.0,40.0,7.0,10.0,5.0,0.0,54.0,67.0,17.0,64.0,74.0,21.0,40.0,1.0,60.0,53.0,45.0,69.0,47.0,24.0,55.0,23.0,95.0,38.0,68.0,60.0,8.0,30.0,40.0,22.0,47.0,29.0,18.0,60.0,41.0,10.0,6.0,48.0,37.0,18.0,76.0,52.0,3.0,13.0,48.0,81.0,32.0,25.0,33.0,36.0,66.0,32.0,58.0,69.0,61.0,34.0,76.0,12.0,30.0,88.0,34.0,47.0,11.0,24.0,14.0,4.0,27.0,49.0,23.0,15.0,29.0,6.0,32.0,7.0,18.0,48.0,34.0,75.0,19.0,17.0,12.0,20.0,57.0,33.0,16.0,28.0,16.0,52.0,59.0,24.0,4.0,11.0,35.0,13.0,62.0,51.0,66.0,31.0,24.0,36.0,38.0,61.0,18.0,34.0,10.0,14.0,2.0,1.0,39.0,60.0,67.0,50.0,41.0,69.0,47.0,65.0,37.0,70.0,86.0,74.0,35.0,17.0,31.0,44.0,71.0,25.0,47.0,57.0,54.0,24.0,19.0,77.0,75.0,17.0,5.0,89.0,52.0,10.0,51.0,63.0,76.0,2.0,22.0,33.0,48.0,36.0,30.0,61.0,14.0
2012-26,14.0,21.0,4.0,6.0,84.0,32.0,56.0,30.0,77.0,65.0,56.0,41.0,39.0,72.0,87.0,68.0,67.0,28.0,55.0,31.0,7.0,31.0,17.0,35.0,34.0,28.0,25.0,17.0,21.0,10.0,0.0,37.0,41.0,34.0,60.0,18.0,72.0,11.0,62.0,32.0,56.0,30.0,33.0,9.0,33.0,45.0,78.0,12.0,76.0,49.0,7.0,11.0,5.0,0.0,58.0,71.0,21.0,64.0,71.0,22.0,35.0,2.0,60.0,56.0,48.0,63.0,45.0,37.0,53.0,27.0,88.0,34.0,70.0,56.0,7.0,28.0,39.0,31.0,50.0,28.0,10.0,60.0,41.0,10.0,5.0,48.0,32.0,19.0,71.0,48.0,2.0,6.0,56.0,93.0,35.0,22.0,29.0,35.0,65.0,31.0,43.0,62.0,59.0,37.0,70.0,16.0,29.0,87.0,31.0,48.0,12.0,24.0,14.0,4.0,27.0,52.0,20.0,17.0,25.0,6.0,33.0,7.0,11.0,42.0,31.0,81.0,24.0,15.0,11.0,17.0,65.0,30.0,17.0,28.0,15.0,56.0,63.0,22.0,4.0,10.0,37.0,13.0,68.0,46.0,66.0,19.0,25.0,37.0,39.0,60.0,16.0,32.0,10.0,18.0,2.0,0.0,43.0,60.0,66.0,52.0,39.0,42.0,34.0,68.0,36.0,69.0,79.0,61.0,34.0,15.0,29.0,44.0,69.0,25.0,45.0,60.0,51.0,26.0,21.0,70.0,73.0,15.0,5.0,86.0,51.0,9.0,54.0,54.0,67.0,2.0,23.0,33.0,55.0,38.0,27.0,62.0,9.0
2012-27,16.0,22.0,5.0,9.0,100.0,32.0,66.0,77.0,86.0,67.0,94.0,45.0,49.0,81.0,89.0,67.0,86.0,33.0,59.0,30.0,5.0,32.0,16.0,39.0,41.0,29.0,27.0,11.0,19.0,5.0,0.0,39.0,55.0,29.0,62.0,19.0,56.0,18.0,62.0,35.0,56.0,30.0,34.0,14.0,36.0,50.0,80.0,14.0,89.0,91.0,8.0,11.0,5.0,0.0,76.0,100.0,21.0,58.0,97.0,21.0,38.0,3.0,62.0,48.0,46.0,57.0,38.0,38.0,59.0,31.0,94.0,58.0,81.0,57.0,6.0,37.0,40.0,33.0,51.0,35.0,15.0,79.0,43.0,12.0,5.0,71.0,41.0,23.0,80.0,43.0,3.0,7.0,53.0,85.0,32.0,22.0,28.0,35.0,73.0,36.0,63.0,82.0,56.0,35.0,100.0,15.0,35.0,99.0,33.0,61.0,14.0,25.0,15.0,4.0,27.0,42.0,24.0,16.0,31.0,7.0,44.0,7.0,9.0,43.0,32.0,83.0,19.0,17.0,10.0,17.0,78.0,34.0,15.0,29.0,20.0,92.0,87.0,26.0,4.0,9.0,35.0,17.0,99.0,54.0,72.0,16.0,27.0,40.0,43.0,52.0,14.0,35.0,10.0,19.0,2.0,0.0,40.0,62.0,59.0,51.0,43.0,47.0,33.0,53.0,39.0,91.0,83.0,75.0,36.0,19.0,39.0,43.0,70.0,24.0,43.0,55.0,48.0,29.0,19.0,83.0,72.0,14.0,5.0,85.0,53.0,10.0,52.0,69.0,84.0,2.0,24.0,25.0,82.0,49.0,35.0,71.0,18.0
2012-28,16.0,21.0,5.0,6.0,89.0,29.0,59.0,22.0,76.0,69.0,54.0,42.0,45.0,73.0,88.0,52.0,68.0,16.0,62.0,32.0,6.0,36.0,17.0,30.0,36.0,29.0,28.0,13.0,17.0,7.0,0.0,39.0,62.0,30.0,61.0,18.0,58.0,14.0,55.0,33.0,52.0,28.0,33.0,21.0,33.0,44.0,79.0,11.0,84.0,47.0,7.0,9.0,5.0,0.0,64.0,59.0,23.0,65.0,74.0,22.0,39.0,3.0,71.0,45.0,51.0,57.0,51.0,33.0,53.0,25.0,87.0,30.0,81.0,56.0,6.0,30.0,39.0,23.0,45.0,27.0,12.0,58.0,41.0,9.0,5.0,44.0,36.0,18.0,72.0,45.0,2.0,8.0,51.0,75.0,29.0,24.0,32.0,35.0,66.0,24.0,52.0,63.0,57.0,35.0,77.0,10.0,26.0,80.0,33.0,43.0,11.0,21.0,13.0,2.0,28.0,52.0,19.0,15.0,22.0,6.0,29.0,6.0,8.0,42.0,32.0,60.0,28.0,14.0,10.0,23.0,83.0,26.0,15.0,25.0,17.0,45.0,77.0,24.0,4.0,9.0,36.0,13.0,69.0,45.0,66.0,14.0,24.0,38.0,39.0,61.0,18.0,31.0,9.0,15.0,2.0,0.0,22.0,63.0,54.0,54.0,39.0,59.0,26.0,62.0,36.0,69.0,79.0,55.0,35.0,15.0,31.0,40.0,69.0,26.0,43.0,62.0,50.0,25.0,22.0,58.0,77.0,22.0,5.0,78.0,51.0,8.0,51.0,60.0,77.0,2.0,24.0,26.0,52.0,33.0,25.0,63.0,10.0
2012-29,17.0,21.0,5.0,5.0,77.0,27.0,60.0,23.0,75.0,71.0,56.0,43.0,44.0,71.0,82.0,53.0,68.0,26.0,64.0,31.0,5.0,38.0,17.0,23.0,44.0,28.0,28.0,16.0,19.0,9.0,0.0,37.0,57.0,30.0,63.0,18.0,53.0,10.0,60.0,33.0,56.0,31.0,33.0,25.0,37.0,45.0,79.0,13.0,77.0,45.0,7.0,8.0,4.0,0.0,72.0,58.0,22.0,60.0,72.0,21.0,43.0,2.0,78.0,50.0,52.0,49.0,47.0,28.0,55.0,24.0,88.0,29.0,85.0,56.0,8.0,28.0,39.0,27.0,47.0,26.0,26.0,58.0,41.0,10.0,6.0,40.0,51.0,18.0,69.0,47.0,4.0,5.0,53.0,65.0,27.0,24.0,33.0,34.0,64.0,20.0,62.0,61.0,48.0,37.0,74.0,17.0,29.0,76.0,33.0,40.0,11.0,23.0,12.0,4.0,28.0,52.0,20.0,23.0,26.0,4.0,27.0,6.0,8.0,43.0,27.0,64.0,28.0,16.0,12.0,18.0,90.0,26.0,20.0,25.0,18.0,46.0,76.0,26.0,4.0,16.0,38.0,13.0,61.0,42.0,67.0,28.0,23.0,42.0,40.0,62.0,18.0,31.0,9.0,10.0,3.0,1.0,33.0,58.0,48.0,56.0,38.0,44.0,22.0,58.0,35.0,68.0,82.0,56.0,37.0,19.0,31.0,34.0,64.0,26.0,38.0,61.0,48.0,19.0,23.0,53.0,77.0,24.0,5.0,72.0,52.0,8.0,53.0,53.0,71.0,2.0,26.0,23.0,49.0,33.0,27.0,65.0,9.0
2012-30,14.0,21.0,4.0,6.0,64.0,27.0,57.0,23.0,71.0,69.0,52.0,44.0,41.0,70.0,87.0,55.0,66.0,29.0,69.0,31.0,6.0,34.0,16.0,32.0,37.0,29.0,28.0,11.0,19.0,14.0,0.0,39.0,61.0,31.0,64.0,19.0,44.0,13.0,54.0,34.0,60.0,32.0,35.0,21.0,37.0,45.0,76.0,12.0,76.0,41.0,8.0,9.0,5.0,0.0,74.0,53.0,21.0,59.0,72.0,20.0,40.0,2.0,87.0,55.0,49.0,49.0,61.0,42.0,60.0,18.0,82.0,30.0,86.0,54.0,7.0,31.0,37.0,24.0,49.0,25.0,24.0,56.0,40.0,9.0,6.0,41.0,50.0,17.0,65.0,46.0,3.0,10.0,49.0,54.0,29.0,22.0,34.0,37.0,63.0,24.0,69.0,61.0,57.0,38.0,73.0,20.0,25.0,67.0,33.0,45.0,10.0,23.0,14.0,3.0,29.0,56.0,20.0,15.0,25.0,5.0,26.0,6.0,7.0,43.0,29.0,52.0,23.0,16.0,12.0,21.0,94.0,25.0,26.0,25.0,14.0,42.0,80.0,26.0,5.0,15.0,35.0,13.0,53.0,42.0,69.0,24.0,23.0,41.0,37.0,63.0,19.0,32.0,9.0,14.0,3.0,1.0,31.0,59.0,43.0,56.0,39.0,42.0,21.0,67.0,35.0,67.0,87.0,64.0,36.0,14.0,39.0,34.0,64.0,26.0,31.0,65.0,48.0,21.0,23.0,51.0,74.0,20.0,5.0,71.0,49.0,10.0,50.0,58.0,79.0,2.0,27.0,18.0,47.0,33.0,25.0,60.0,7.0
2012-31,17.0,21.0,4.0,6.0,54.0,25.0,56.0,20.0,70.0,71.0,48.0,42.0,37.0,71.0,79.0,55.0,59.0,28.0,67.0,30.0,5.0,33.0,16.0,33.0,40.0,29.0,27.0,14.0,18.0,11.0,0.0,40.0,67.0,28.0,66.0,19.0,47.0,15.0,47.0,33.0,61.0,31.0,30.0,31.0,33.0,43.0,75.0,10.0,75.0,41.0,7.0,9.0,4.0,0.0,70.0,47.0,22.0,60.0,70.0,20.0,39.0,1.0,92.0,57.0,52.0,41.0,41.0,39.0,53.0,19.0,78.0,30.0,85.0,52.0,4.0,28.0,39.0,16.0,48.0,25.0,13.0,54.0,41.0,10.0,6.0,37.0,57.0,16.0,57.0,43.0,2.0,8.0,52.0,42.0,26.0,24.0,35.0,33.0,62.0,20.0,58.0,57.0,53.0,39.0,66.0,15.0,22.0,66.0,33.0,36.0,10.0,22.0,11.0,4.0,30.0,56.0,20.0,10.0,21.0,4.0,25.0,6.0,7.0,42.0,32.0,48.0,33.0,12.0,13.0,19.0,91.0,25.0,21.0,26.0,14.0,38.0,80.0,28.0,4.0,7.0,36.0,13.0,52.0,41.0,67.0,13.0,21.0,39.0,37.0,61.0,18.0,32.0,9.0,14.0,3.0,1.0,24.0,58.0,37.0,58.0,38.0,33.0,18.0,57.0,34.0,63.0,80.0,61.0,34.0,13.0,34.0,49.0,62.0,26.0,25.0,66.0,48.0,17.0,23.0,46.0,75.0,13.0,5.0,69.0,51.0,10.0,51.0,49.0,63.0,2.0,27.0,20.0,45.0,38.0,25.0,58.0,6.0
2012-32,16.0,23.0,5.0,6.0,48.0,27.0,54.0,20.0,71.0,71.0,46.0,43.0,39.0,69.0,82.0,54.0,56.0,20.0,67.0,30.0,5.0,32.0,16.0,33.0,31.0,28.0,27.0,19.0,19.0,15.0,0.0,36.0,77.0,30.0,66.0,20.0,45.0,12.0,50.0,33.0,56.0,29.0,33.0,25.0,36.0,45.0,76.0,10.0,71.0,43.0,8.0,8.0,5.0,0.0,70.0,48.0,24.0,58.0,69.0,21.0,43.0,2.0,96.0,67.0,47.0,42.0,43.0,29.0,49.0,23.0,81.0,26.0,89.0,52.0,5.0,27.0,39.0,17.0,54.0,24.0,12.0,52.0,41.0,9.0,7.0,37.0,61.0,15.0,60.0,43.0,3.0,13.0,54.0,34.0,25.0,22.0,37.0,35.0,59.0,15.0,58.0,52.0,47.0,38.0,72.0,13.0,29.0,63.0,29.0,40.0,12.0,23.0,11.0,2.0,29.0,56.0,18.0,8.0,24.0,4.0,25.0,7.0,7.0,42.0,29.0,51.0,24.0,20.0,9.0,19.0,98.0,24.0,23.0,24.0,13.0,40.0,81.0,32.0,4.0,10.0,37.0,13.0,51.0,38.0,67.0,16.0,20.0,41.0,39.0,61.0,22.0,32.0,10.0,13.0,4.0,3.0,22.0,59.0,37.0,56.0,36.0,26.0,17.0,59.0,34.0,63.0,74.0,57.0,32.0,13.0,38.0,34.0,61.0,27.0,30.0,66.0,48.0,16.0,25.0,44.0,74.0,12.0,5.0,69.0,50.0,9.0,50.0,53.0,59.0,2.0,28.0,22.0,44.0,29.0,26.0,57.0,6.0
2012-33,17.0,27.0,6.0,6.0,41.0,25.0,51.0,21.0,66.0,71.0,49.0,44.0,48.0,71.0,76.0,54.0,50.0,19.0,65.0,30.0,6.0,30.0,15.0,31.0,36.0,29.0,28.0,18.0,19.0,21.0,0.0,37.0,85.0,32.0,73.0,22.0,44.0,15.0,52.0,33.0,56.0,31.0,30.0,22.0,37.0,43.0,77.0,9.0,68.0,34.0,7.0,10.0,4.0,0.0,60.0,44.0,21.0,57.0,64.0,20.0,41.0,1.0,99.0,70.0,50.0,39.0,41.0,34.0,52.0,20.0,72.0,25.0,87.0,52.0,7.0,27.0,39.0,15.0,55.0,24.0,17.0,53.0,41.0,9.0,7.0,37.0,59.0,14.0,54.0,43.0,3.0,10.0,50.0,35.0,35.0,24.0,35.0,35.0,60.0,20.0,54.0,49.0,50.0,35.0,75.0,16.0,26.0,60.0,36.0,36.0,11.0,22.0,16.0,3.0,29.0,58.0,16.0,13.0,24.0,4.0,21.0,9.0,7.0,44.0,29.0,53.0,26.0,14.0,13.0,17.0,91.0,24.0,21.0,24.0,15.0,35.0,79.0,34.0,3.0,9.0,35.0,13.0,48.0,36.0,65.0,19.0,22.0,39.0,40.0,61.0,22.0,33.0,10.0,10.0,5.0,5.0,26.0,58.0,36.0,58.0,40.0,24.0,18.0,57.0,34.0,61.0,72.0,52.0,30.0,14.0,36.0,38.0,59.0,28.0,26.0,65.0,48.0,22.0,27.0,40.0,74.0,13.0,5.0,59.0,49.0,9.0,49.0,47.0,55.0,2.0,26.0,19.0,40.0,35.0,27.0,61.0,7.0
2012-34,18.0,28.0,6.0,8.0,39.0,26.0,50.0,21.0,67.0,76.0,48.0,45.0,52.0,72.0,74.0,54.0,44.0,33.0,64.0,32.0,8.0,33.0,16.0,26.0,36.0,32.0,28.0,17.0,17.0,23.0,0.0,36.0,76.0,30.0,78.0,24.0,53.0,15.0,50.0,33.0,60.0,31.0,34.0,20.0,37.0,43.0,82.0,9.0,70.0,36.0,8.0,8.0,5.0,0.0,56.0,36.0,22.0,56.0,61.0,21.0,46.0,2.0,98.0,69.0,51.0,41.0,45.0,24.0,54.0,22.0,71.0,21.0,86.0,53.0,7.0,26.0,39.0,10.0,60.0,21.0,9.0,52.0,46.0,10.0,7.0,36.0,59.0,13.0,49.0,45.0,3.0,8.0,50.0,30.0,22.0,26.0,38.0,39.0,56.0,14.0,50.0,54.0,50.0,40.0,70.0,13.0,23.0,58.0,30.0,34.0,10.0,21.0,13.0,3.0,32.0,63.0,17.0,17.0,24.0,3.0,19.0,7.0,7.0,44.0,30.0,55.0,23.0,16.0,11.0,21.0,86.0,25.0,27.0,22.0,15.0,34.0,77.0,38.0,4.0,12.0,38.0,13.0,42.0,35.0,64.0,16.0,22.0,42.0,40.0,62.0,23.0,34.0,10.0,14.0,7.0,10.0,33.0,60.0,31.0,57.0,41.0,17.0,16.0,68.0,36.0,57.0,75.0,57.0,35.0,13.0,43.0,41.0,54.0,31.0,23.0,73.0,51.0,24.0,30.0,39.0,74.0,4.0,5.0,61.0,49.0,10.0,54.0,55.0,75.0,2.0,30.0,21.0,36.0,39.0,27.0,62.0,4.0
