,anise,apple,apple-cider,apple-pie,apricot,asparagus,avocado,baked-beans,baked-chicken,banana-bread,barbecue-sauce,beef,beef-steak,beer,beet,blackberry,blueberry,boysenberry,bread,broccoli,brussel-sprouts,burrito,cabbage,caipirinha,cardamom,carrot,cauliflower,celeriac,champagne,chanterelle,charoset,cheeseburger,cherry-tomato,chia,chili,chili-con-carne,chinese-cabbage,chinese-water-chestnut,chives,chocolate,chocolate-cake,chocolate-chip-cookies,chocolate-mousse,chokecherry,cinnamon,coconut,coffee,cold-brew-coffee,coriander,corn-salad,cornbread,cosmopolitan,cranberry,cronut,cucumber,daiquiri,date,diet,dill,donut,dumpling,easter-egg,eggplant,elderberry,empanada,endive,energy-drink,feijoa,fennel,fig,frozen-yogurt,fruit-salad,garden-tomato,garlic,gefilte-fish,gimlet,ginger,gooseberry,grape,grapefruit,grasshopper-cocktail,hamburger,honey,horseradish,hot-chocolate,hot-dog,huckleberry,ice-cream,iced-tea,kale,kale-de,kale-jp,kimchi,kohlrabi,kumquat,lamb,lasagna,leek,lemon,lemon-balm,lobster,long-island-iced-tea,lychee,macaron,mai-tai,maitake,mandarin-orange,mango,manhattan-cocktail,margarita,marshmallow,martini,marzipan,matzah-ball,meatball,meatloaf,meringue,microgreen,mimosa,mint-julep,mojito,moscow-mule,mulberry,mushroom,nachos,napa-cabbage,nectarine,negroni,nougat,nutmeg,okra,old-fashioned,onion,orange,parsnip,pasta-salad,peach,pear,peppermint,persimmon,pho,pie,pina-colada,pineapple,pizza,plum,pomegranate,popcorn,pork,pork-chops,pot-pie,potato,potato-gratin,pummelo,pumpkin,pumpkin-spice-latte,quince,quinoa,radish,ravioli,red-wine,redcurrant,rhubarb,risotto,rosemary,salad,salmon,sex-on-the-beach,shallot,shirley-temple,shrimp,sidecar,smoothie,soup,sour-cherry,spaghetti,spinach,star-anise,stew,strawberry,sushi,sweet-cherry,sweet-potato,swiss-chard,taco,tamale,tea,tequila-sunrise,tom-collins,turkey,turmeric,turnip,watermelon,whiskey-sour,white-russian,white-wine,wild-leek
2006-14,15.0,16.0,2.0,3.0,31.0,19.0,18.0,11.0,29.0,33.0,16.0,31.0,25.0,47.0,17.0,11.0,13.0,10.0,35.0,19.0,1.0,16.0,11.0,17.0,26.0,13.0,10.0,17.0,13.0,15.0,18.0,19.0,8.0,1.0,30.0,14.0,11.0,7.0,20.0,32.0,37.0,19.0,24.0,13.0,17.0,21.0,38.0,2.0,24.0,8.0,4.0,18.0,3.0,0.0,8.0,31.0,18.0,42.0,27.0,12.0,18.0,19.0,30.0,18.0,21.0,38.0,51.0,44.0,27.0,8.0,15.0,14.0,25.0,27.0,22.0,7.0,21.0,18.0,34.0,17.0,8.0,25.0,20.0,6.0,5.0,24.0,23.0,7.0,28.0,2.0,2.0,47.0,24.0,17.0,47.0,23.0,21.0,29.0,32.0,24.0,26.0,40.0,17.0,2.0,30.0,35.0,25.0,29.0,8.0,23.0,5.0,24.0,31.0,19.0,13.0,27.0,12.0,28.0,24.0,2.0,20.0,0.0,12.0,27.0,14.0,23.0,20.0,3.0,13.0,19.0,22.0,9.0,30.0,20.0,10.0,10.0,14.0,17.0,3.0,7.0,22.0,8.0,25.0,21.0,35.0,36.0,14.0,19.0,24.0,28.0,10.0,20.0,7.0,21.0,2.0,1.0,18.0,6.0,12.0,34.0,22.0,23.0,9.0,20.0,16.0,24.0,42.0,39.0,15.0,8.0,26.0,38.0,26.0,21.0,14.0,33.0,30.0,9.0,17.0,32.0,49.0,34.0,2.0,17.0,15.0,6.0,52.0,20.0,25.0,1.0,9.0,12.0,6.0,10.0,24.0,19.0,17.0
2006-15,23.0,21.0,3.0,4.0,41.0,39.0,17.0,18.0,35.0,29.0,19.0,32.0,33.0,45.0,24.0,15.0,15.0,23.0,40.0,22.0,2.0,17.0,13.0,17.0,18.0,24.0,12.0,17.0,13.0,6.0,90.0,16.0,20.0,4.0,32.0,11.0,12.0,12.0,27.0,37.0,40.0,14.0,34.0,12.0,21.0,28.0,40.0,3.0,27.0,11.0,4.0,17.0,4.0,0.0,14.0,28.0,15.0,44.0,31.0,12.0,21.0,57.0,31.0,29.0,22.0,32.0,59.0,54.0,34.0,26.0,7.0,45.0,26.0,32.0,75.0,7.0,27.0,22.0,40.0,18.0,20.0,21.0,31.0,13.0,3.0,22.0,21.0,8.0,20.0,3.0,3.0,22.0,27.0,8.0,46.0,86.0,23.0,28.0,42.0,24.0,26.0,43.0,19.0,4.0,44.0,41.0,32.0,37.0,15.0,29.0,8.0,29.0,36.0,68.0,12.0,27.0,20.0,58.0,37.0,12.0,24.0,1.0,20.0,37.0,10.0,26.0,20.0,10.0,11.0,22.0,25.0,11.0,29.0,28.0,11.0,21.0,15.0,24.0,2.0,5.0,14.0,12.0,35.0,40.0,33.0,40.0,17.0,17.0,26.0,26.0,9.0,32.0,24.0,29.0,1.0,0.0,25.0,7.0,16.0,36.0,20.0,23.0,17.0,25.0,27.0,36.0,45.0,35.0,27.0,6.0,25.0,41.0,29.0,17.0,13.0,33.0,36.0,16.0,18.0,42.0,51.0,35.0,5.0,17.0,13.0,9.0,50.0,25.0,32.0,1.0,10.0,10.0,8.0,21.0,18.0,31.0,15.0
2006-16,13.0,16.0,2.0,4.0,35.0,35.0,15.0,11.0,33.0,32.0,20.0,26.0,32.0,43.0,19.0,12.0,12.0,16.0,32.0,17.0,1.0,17.0,9.0,21.0,16.0,16.0,10.0,19.0,12.0,15.0,5.0,20.0,12.0,2.0,32.0,11.0,18.0,14.0,20.0,30.0,26.0,10.0,24.0,27.0,16.0,22.0,41.0,2.0,28.0,10.0,4.0,20.0,3.0,0.0,9.0,27.0,9.0,45.0,30.0,11.0,20.0,13.0,25.0,32.0,24.0,25.0,62.0,17.0,25.0,12.0,15.0,24.0,24.0,28.0,16.0,20.0,19.0,9.0,33.0,16.0,20.0,21.0,24.0,8.0,3.0,21.0,17.0,8.0,30.0,3.0,3.0,23.0,22.0,10.0,49.0,66.0,18.0,27.0,32.0,15.0,21.0,48.0,13.0,2.0,48.0,17.0,25.0,32.0,11.0,27.0,6.0,28.0,26.0,10.0,12.0,24.0,13.0,28.0,40.0,7.0,28.0,1.0,8.0,36.0,15.0,9.0,19.0,3.0,3.0,12.0,19.0,7.0,30.0,20.0,11.0,13.0,16.0,21.0,3.0,5.0,19.0,8.0,30.0,33.0,32.0,45.0,16.0,12.0,23.0,21.0,8.0,22.0,17.0,26.0,2.0,0.0,41.0,7.0,19.0,27.0,16.0,46.0,17.0,16.0,18.0,28.0,37.0,30.0,16.0,10.0,38.0,45.0,26.0,18.0,16.0,28.0,28.0,24.0,15.0,31.0,45.0,26.0,3.0,15.0,15.0,6.0,52.0,15.0,22.0,1.0,11.0,13.0,9.0,14.0,23.0,22.0,42.0
2006-17,17.0,18.0,1.0,4.0,25.0,23.0,16.0,10.0,33.0,29.0,23.0,28.0,26.0,46.0,14.0,13.0,13.0,38.0,34.0,16.0,1.0,16.0,8.0,20.0,14.0,14.0,8.0,14.0,14.0,15.0,0.0,15.0,12.0,2.0,37.0,11.0,19.0,14.0,26.0,26.0,23.0,16.0,16.0,18.0,16.0,20.0,41.0,3.0,30.0,10.0,4.0,24.0,3.0,0.0,10.0,25.0,20.0,40.0,24.0,14.0,18.0,3.0,28.0,15.0,22.0,24.0,63.0,25.0,22.0,8.0,10.0,18.0,28.0,26.0,5.0,13.0,22.0,11.0,36.0,17.0,5.0,24.0,20.0,4.0,4.0,25.0,14.0,9.0,25.0,2.0,2.0,25.0,20.0,11.0,48.0,24.0,18.0,28.0,31.0,36.0,23.0,38.0,13.0,1.0,36.0,34.0,23.0,41.0,7.0,28.0,4.0,26.0,22.0,6.0,11.0,27.0,9.0,27.0,20.0,7.0,27.0,0.0,17.0,35.0,13.0,38.0,19.0,10.0,4.0,15.0,17.0,6.0,33.0,22.0,6.0,16.0,16.0,17.0,3.0,7.0,15.0,7.0,34.0,23.0,33.0,22.0,15.0,14.0,25.0,26.0,11.0,17.0,4.0,12.0,1.0,0.0,24.0,5.0,19.0,34.0,20.0,44.0,21.0,20.0,16.0,27.0,40.0,33.0,21.0,9.0,29.0,38.0,27.0,17.0,12.0,34.0,27.0,12.0,15.0,32.0,44.0,16.0,2.0,14.0,17.0,7.0,50.0,25.0,32.0,1.0,7.0,9.0,10.0,20.0,18.0,29.0,53.0
2006-18,14.0,16.0,1.0,3.0,19.0,22.0,20.0,12.0,31.0,26.0,26.0,28.0,31.0,49.0,17.0,18.0,11.0,18.0,31.0,14.0,1.0,19.0,8.0,18.0,17.0,12.0,7.0,10.0,15.0,12.0,0.0,22.0,14.0,3.0,42.0,12.0,16.0,3.0,15.0,28.0,30.0,14.0,24.0,12.0,15.0,21.0,40.0,3.0,31.0,15.0,4.0,21.0,4.0,0.0,13.0,35.0,16.0,46.0,27.0,12.0,19.0,1.0,26.0,23.0,42.0,24.0,53.0,17.0,25.0,8.0,16.0,21.0,26.0,25.0,4.0,17.0,23.0,17.0,37.0,17.0,4.0,24.0,21.0,6.0,3.0,28.0,27.0,8.0,30.0,3.0,2.0,26.0,27.0,12.0,33.0,15.0,17.0,28.0,31.0,25.0,25.0,43.0,18.0,1.0,53.0,25.0,26.0,45.0,9.0,68.0,4.0,27.0,16.0,4.0,12.0,23.0,11.0,27.0,25.0,64.0,33.0,1.0,13.0,38.0,19.0,19.0,19.0,6.0,5.0,18.0,19.0,6.0,31.0,20.0,6.0,17.0,15.0,18.0,3.0,4.0,15.0,7.0,42.0,23.0,33.0,33.0,25.0,18.0,24.0,25.0,9.0,17.0,3.0,14.0,1.0,0.0,27.0,8.0,25.0,25.0,17.0,22.0,30.0,18.0,16.0,30.0,45.0,32.0,18.0,7.0,29.0,28.0,32.0,16.0,10.0,41.0,29.0,12.0,14.0,36.0,46.0,25.0,2.0,16.0,17.0,10.0,54.0,32.0,29.0,1.0,6.0,10.0,13.0,12.0,24.0,28.0,60.0
2006-19,34.0,18.0,3.0,4.0,29.0,28.0,19.0,21.0,37.0,28.0,27.0,26.0,34.0,46.0,18.0,14.0,15.0,15.0,33.0,14.0,1.0,14.0,8.0,18.0,28.0,11.0,9.0,16.0,17.0,18.0,0.0,21.0,12.0,4.0,37.0,12.0,18.0,8.0,17.0,32.0,38.0,19.0,28.0,27.0,17.0,20.0,37.0,4.0,30.0,11.0,4.0,20.0,3.0,0.0,15.0,25.0,11.0,42.0,33.0,13.0,17.0,1.0,27.0,36.0,36.0,22.0,60.0,52.0,27.0,8.0,12.0,31.0,30.0,30.0,4.0,7.0,26.0,16.0,36.0,17.0,4.0,23.0,21.0,6.0,4.0,25.0,32.0,9.0,36.0,2.0,1.0,21.0,21.0,12.0,32.0,17.0,20.0,31.0,34.0,15.0,29.0,46.0,15.0,1.0,49.0,25.0,30.0,42.0,8.0,34.0,4.0,29.0,19.0,4.0,14.0,26.0,10.0,27.0,23.0,12.0,25.0,0.0,9.0,34.0,15.0,21.0,19.0,3.0,9.0,16.0,21.0,8.0,24.0,20.0,9.0,21.0,15.0,24.0,4.0,7.0,17.0,8.0,45.0,23.0,34.0,44.0,25.0,17.0,25.0,26.0,7.0,19.0,5.0,12.0,1.0,0.0,36.0,7.0,26.0,30.0,19.0,22.0,53.0,22.0,18.0,33.0,43.0,33.0,14.0,7.0,18.0,28.0,28.0,17.0,16.0,36.0,30.0,10.0,13.0,46.0,48.0,16.0,2.0,19.0,15.0,7.0,54.0,28.0,32.0,1.0,9.0,13.0,11.0,27.0,21.0,25.0,49.0
2006-20,16.0,17.0,2.0,2.0,26.0,27.0,19.0,17.0,44.0,28.0,22.0,29.0,29.0,48.0,16.0,18.0,14.0,11.0,34.0,16.0,1.0,13.0,8.0,16.0,24.0,11.0,9.0,5.0,12.0,6.0,0.0,14.0,19.0,3.0,35.0,11.0,22.0,9.0,24.0,28.0,29.0,16.0,29.0,19.0,19.0,20.0,36.0,5.0,30.0,7.0,4.0,20.0,3.0,0.0,15.0,32.0,8.0,47.0,33.0,11.0,17.0,1.0,26.0,29.0,24.0,21.0,54.0,26.0,30.0,16.0,17.0,23.0,31.0,26.0,7.0,11.0,22.0,24.0,36.0,17.0,12.0,22.0,19.0,5.0,4.0,27.0,30.0,9.0,40.0,2.0,1.0,21.0,27.0,8.0,28.0,16.0,19.0,23.0,32.0,23.0,33.0,49.0,20.0,2.0,56.0,40.0,25.0,42.0,15.0,35.0,4.0,34.0,22.0,3.0,13.0,27.0,11.0,28.0,39.0,5.0,25.0,2.0,14.0,39.0,17.0,11.0,19.0,4.0,9.0,14.0,16.0,9.0,28.0,21.0,8.0,21.0,16.0,18.0,4.0,10.0,15.0,8.0,41.0,25.0,34.0,23.0,16.0,23.0,25.0,25.0,8.0,20.0,6.0,17.0,1.0,0.0,13.0,6.0,26.0,32.0,16.0,23.0,57.0,25.0,22.0,31.0,45.0,36.0,13.0,5.0,24.0,38.0,29.0,16.0,10.0,35.0,30.0,10.0,15.0,43.0,46.0,34.0,2.0,17.0,15.0,6.0,49.0,25.0,32.0,1.0,11.0,6.0,12.0,15.0,18.0,28.0,34.0
2006-21,23.0,14.0,1.0,3.0,18.0,28.0,18.0,24.0,48.0,31.0,37.0,32.0,34.0,54.0,12.0,22.0,18.0,11.0,31.0,18.0,1.0,15.0,7.0,19.0,19.0,10.0,7.0,21.0,12.0,10.0,0.0,15.0,17.0,2.0,37.0,12.0,18.0,8.0,20.0,26.0,31.0,15.0,30.0,19.0,16.0,22.0,40.0,4.0,32.0,15.0,4.0,27.0,2.0,0.0,16.0,35.0,11.0,44.0,34.0,14.0,20.0,1.0,26.0,30.0,32.0,23.0,57.0,45.0,18.0,13.0,15.0,29.0,35.0,28.0,5.0,8.0,20.0,24.0,38.0,19.0,8.0,30.0,19.0,5.0,4.0,31.0,12.0,10.0,36.0,2.0,1.0,21.0,24.0,11.0,33.0,18.0,17.0,29.0,35.0,47.0,25.0,57.0,28.0,1.0,69.0,26.0,34.0,41.0,14.0,37.0,5.0,32.0,16.0,2.0,14.0,43.0,11.0,29.0,15.0,5.0,34.0,0.0,14.0,30.0,15.0,28.0,26.0,8.0,6.0,16.0,22.0,14.0,30.0,20.0,8.0,32.0,21.0,15.0,2.0,10.0,20.0,8.0,39.0,25.0,36.0,23.0,17.0,18.0,25.0,26.0,7.0,18.0,4.0,20.0,2.0,0.0,19.0,7.0,25.0,20.0,18.0,23.0,66.0,25.0,18.0,36.0,46.0,31.0,17.0,5.0,21.0,19.0,31.0,16.0,19.0,31.0,28.0,13.0,13.0,43.0,43.0,52.0,2.0,21.0,17.0,7.0,48.0,30.0,21.0,1.0,10.0,9.0,19.0,10.0,23.0,30.0,28.0
2006-22,15.0,14.0,2.0,2.0,32.0,25.0,21.0,30.0,39.0,34.0,52.0,29.0,32.0,52.0,20.0,23.0,22.0,18.0,31.0,16.0,1.0,15.0,7.0,22.0,23.0,11.0,8.0,12.0,15.0,11.0,0.0,24.0,22.0,2.0,38.0,10.0,22.0,13.0,32.0,27.0,27.0,16.0,21.0,27.0,17.0,21.0,36.0,5.0,39.0,23.0,3.0,22.0,2.0,0.0,20.0,47.0,6.0,44.0,46.0,14.0,19.0,1.0,31.0,32.0,16.0,22.0,56.0,32.0,21.0,9.0,13.0,28.0,35.0,32.0,7.0,12.0,24.0,18.0,36.0,16.0,13.0,31.0,20.0,7.0,3.0,28.0,36.0,13.0,49.0,3.0,4.0,21.0,30.0,12.0,42.0,19.0,16.0,35.0,39.0,34.0,26.0,60.0,36.0,3.0,71.0,28.0,22.0,49.0,14.0,43.0,6.0,33.0,15.0,1.0,11.0,26.0,11.0,30.0,31.0,7.0,44.0,1.0,32.0,30.0,13.0,21.0,31.0,5.0,8.0,16.0,17.0,9.0,29.0,19.0,7.0,42.0,20.0,16.0,3.0,6.0,15.0,8.0,52.0,26.0,36.0,23.0,24.0,10.0,26.0,24.0,6.0,20.0,5.0,10.0,1.0,0.0,20.0,6.0,32.0,25.0,16.0,24.0,66.0,22.0,23.0,39.0,53.0,39.0,21.0,6.0,20.0,21.0,37.0,16.0,19.0,32.0,26.0,20.0,11.0,51.0,48.0,47.0,2.0,18.0,17.0,6.0,48.0,42.0,33.0,1.0,11.0,15.0,21.0,21.0,31.0,26.0,10.0
2006-23,12.0,15.0,3.0,3.0,35.0,22.0,17.0,16.0,49.0,35.0,34.0,28.0,35.0,53.0,22.0,22.0,22.0,41.0,33.0,16.0,1.0,15.0,8.0,21.0,23.0,10.0,8.0,7.0,15.0,13.0,0.0,22.0,13.0,3.0,37.0,10.0,33.0,9.0,22.0,26.0,29.0,17.0,19.0,9.0,14.0,22.0,40.0,4.0,37.0,16.0,4.0,24.0,3.0,0.0,18.0,37.0,11.0,46.0,38.0,14.0,20.0,1.0,34.0,35.0,26.0,22.0,47.0,23.0,19.0,8.0,16.0,24.0,37.0,30.0,3.0,12.0,24.0,24.0,38.0,14.0,9.0,30.0,21.0,6.0,4.0,26.0,17.0,11.0,54.0,3.0,1.0,21.0,21.0,15.0,23.0,15.0,17.0,24.0,35.0,23.0,29.0,65.0,33.0,1.0,68.0,17.0,26.0,44.0,11.0,37.0,5.0,32.0,12.0,2.0,13.0,30.0,12.0,29.0,16.0,5.0,42.0,0.0,29.0,28.0,9.0,42.0,20.0,8.0,8.0,15.0,21.0,11.0,28.0,20.0,2.0,26.0,25.0,16.0,4.0,5.0,14.0,8.0,37.0,25.0,34.0,23.0,19.0,18.0,24.0,29.0,7.0,16.0,4.0,15.0,2.0,0.0,25.0,8.0,22.0,30.0,17.0,30.0,44.0,16.0,21.0,34.0,48.0,34.0,18.0,10.0,17.0,19.0,32.0,19.0,27.0,32.0,28.0,8.0,11.0,40.0,45.0,17.0,2.0,19.0,16.0,6.0,55.0,43.0,33.0,1.0,7.0,9.0,17.0,26.0,23.0,24.0,15.0
2006-24,12.0,15.0,2.0,3.0,32.0,19.0,18.0,21.0,32.0,31.0,34.0,30.0,20.0,54.0,23.0,27.0,30.0,43.0,34.0,16.0,1.0,13.0,9.0,30.0,22.0,12.0,8.0,15.0,15.0,20.0,0.0,18.0,13.0,2.0,38.0,10.0,27.0,7.0,24.0,28.0,35.0,16.0,27.0,10.0,19.0,21.0,44.0,5.0,40.0,19.0,4.0,22.0,3.0,0.0,23.0,49.0,16.0,46.0,42.0,12.0,22.0,1.0,36.0,39.0,25.0,28.0,53.0,24.0,24.0,11.0,18.0,24.0,35.0,29.0,5.0,13.0,26.0,30.0,38.0,14.0,11.0,27.0,20.0,7.0,2.0,29.0,19.0,11.0,39.0,3.0,1.0,21.0,25.0,25.0,17.0,19.0,19.0,17.0,35.0,33.0,42.0,61.0,29.0,2.0,64.0,36.0,22.0,47.0,17.0,38.0,4.0,34.0,12.0,3.0,14.0,28.0,9.0,29.0,26.0,6.0,61.0,0.0,50.0,26.0,15.0,33.0,20.0,8.0,4.0,13.0,20.0,9.0,35.0,17.0,5.0,33.0,23.0,17.0,3.0,8.0,15.0,9.0,42.0,26.0,37.0,23.0,20.0,22.0,23.0,28.0,5.0,20.0,5.0,13.0,1.0,0.0,19.0,7.0,26.0,27.0,23.0,35.0,43.0,25.0,23.0,39.0,50.0,40.0,14.0,8.0,18.0,40.0,35.0,15.0,29.0,36.0,29.0,11.0,12.0,55.0,50.0,45.0,2.0,19.0,13.0,7.0,47.0,28.0,26.0,1.0,7.0,12.0,21.0,19.0,25.0,29.0,7.0
2006-25,13.0,14.0,2.0,3.0,37.0,17.0,18.0,22.0,41.0,33.0,32.0,29.0,15.0,54.0,23.0,31.0,36.0,31.0,34.0,16.0,1.0,15.0,8.0,25.0,18.0,11.0,9.0,14.0,19.0,16.0,0.0,22.0,18.0,3.0,34.0,10.0,30.0,8.0,23.0,25.0,28.0,16.0,21.0,12.0,16.0,25.0,40.0,7.0,39.0,19.0,4.0,24.0,3.0,0.0,23.0,60.0,7.0,51.0,47.0,13.0,22.0,1.0,32.0,39.0,19.0,38.0,46.0,30.0,17.0,13.0,29.0,25.0,39.0,33.0,9.0,11.0,20.0,55.0,33.0,11.0,10.0,29.0,22.0,4.0,2.0,28.0,19.0,12.0,52.0,5.0,1.0,21.0,26.0,34.0,22.0,18.0,17.0,25.0,37.0,49.0,32.0,65.0,44.0,1.0,56.0,17.0,23.0,45.0,13.0,38.0,5.0,34.0,12.0,1.0,13.0,26.0,8.0,29.0,26.0,7.0,69.0,1.0,79.0,27.0,11.0,27.0,20.0,12.0,7.0,15.0,25.0,9.0,31.0,16.0,12.0,32.0,26.0,15.0,3.0,5.0,17.0,9.0,51.0,24.0,34.0,23.0,19.0,15.0,24.0,24.0,8.0,18.0,3.0,10.0,2.0,0.0,29.0,6.0,18.0,32.0,23.0,59.0,38.0,29.0,15.0,42.0,47.0,45.0,20.0,8.0,24.0,27.0,38.0,16.0,46.0,36.0,29.0,39.0,12.0,51.0,47.0,54.0,2.0,19.0,15.0,6.0,48.0,27.0,44.0,1.0,13.0,9.0,21.0,12.0,28.0,31.0,7.0
2006-26,23.0,12.0,1.0,4.0,41.0,15.0,20.0,26.0,43.0,33.0,40.0,28.0,15.0,54.0,26.0,35.0,40.0,45.0,33.0,18.0,0.0,18.0,10.0,29.0,24.0,11.0,7.0,8.0,14.0,13.0,0.0,23.0,15.0,3.0,33.0,10.0,24.0,8.0,23.0,26.0,24.0,14.0,19.0,19.0,14.0,21.0,41.0,10.0,39.0,31.0,4.0,26.0,3.0,0.0,24.0,47.0,8.0,39.0,46.0,11.0,24.0,2.0,42.0,18.0,20.0,29.0,44.0,23.0,22.0,8.0,22.0,31.0,40.0,32.0,8.0,15.0,24.0,31.0,36.0,17.0,10.0,30.0,21.0,5.0,3.0,31.0,39.0,13.0,45.0,3.0,1.0,20.0,18.0,42.0,23.0,15.0,17.0,18.0,38.0,32.0,30.0,67.0,30.0,2.0,73.0,53.0,31.0,47.0,7.0,40.0,4.0,34.0,12.0,2.0,12.0,29.0,10.0,29.0,18.0,5.0,68.0,0.0,50.0,28.0,13.0,42.0,39.0,5.0,8.0,18.0,27.0,10.0,24.0,20.0,8.0,36.0,30.0,17.0,4.0,7.0,14.0,9.0,48.0,26.0,36.0,23.0,21.0,19.0,25.0,26.0,7.0,19.0,4.0,11.0,2.0,0.0,29.0,6.0,18.0,18.0,15.0,34.0,30.0,21.0,21.0,41.0,48.0,45.0,22.0,9.0,24.0,39.0,38.0,14.0,43.0,34.0,25.0,5.0,12.0,50.0,54.0,47.0,1.0,20.0,16.0,6.0,46.0,34.0,21.0,1.0,9.0,14.0,24.0,15.0,27.0,29.0,15.0
2006-27,15.0,17.0,4.0,5.0,51.0,17.0,21.0,46.0,52.0,40.0,56.0,31.0,30.0,60.0,28.0,57.0,59.0,72.0,37.0,17.0,1.0,12.0,13.0,27.0,29.0,12.0,10.0,12.0,15.0,17.0,0.0,16.0,18.0,4.0,38.0,10.0,37.0,15.0,25.0,26.0,30.0,17.0,21.0,34.0,14.0,25.0,38.0,3.0,42.0,33.0,5.0,29.0,3.0,0.0,36.0,62.0,13.0,46.0,50.0,13.0,24.0,3.0,41.0,42.0,20.0,27.0,49.0,40.0,23.0,29.0,18.0,41.0,45.0,35.0,3.0,20.0,21.0,59.0,40.0,19.0,16.0,37.0,21.0,7.0,4.0,58.0,23.0,17.0,48.0,4.0,1.0,20.0,27.0,40.0,16.0,18.0,17.0,23.0,39.0,47.0,41.0,85.0,27.0,1.0,99.0,29.0,31.0,55.0,10.0,40.0,7.0,39.0,13.0,4.0,11.0,23.0,10.0,28.0,21.0,8.0,86.0,0.0,38.0,28.0,13.0,35.0,22.0,13.0,12.0,19.0,32.0,13.0,28.0,20.0,11.0,55.0,47.0,17.0,4.0,5.0,17.0,12.0,59.0,30.0,39.0,22.0,27.0,22.0,30.0,24.0,6.0,22.0,5.0,7.0,2.0,0.0,17.0,8.0,25.0,33.0,19.0,60.0,32.0,23.0,20.0,50.0,58.0,47.0,21.0,11.0,15.0,21.0,38.0,15.0,68.0,31.0,29.0,6.0,13.0,48.0,48.0,52.0,2.0,30.0,17.0,6.0,40.0,41.0,43.0,1.0,10.0,15.0,39.0,23.0,37.0,33.0,25.0
2006-28,18.0,14.0,2.0,4.0,55.0,11.0,20.0,16.0,39.0,40.0,28.0,29.0,26.0,58.0,30.0,47.0,55.0,40.0,41.0,16.0,1.0,15.0,10.0,14.0,16.0,9.0,9.0,5.0,16.0,21.0,0.0,24.0,18.0,2.0,41.0,9.0,25.0,7.0,22.0,25.0,27.0,16.0,16.0,36.0,16.0,24.0,38.0,6.0,41.0,29.0,4.0,17.0,2.0,0.0,32.0,35.0,13.0,49.0,47.0,12.0,21.0,3.0,42.0,68.0,21.0,23.0,52.0,25.0,26.0,16.0,25.0,23.0,44.0,30.0,4.0,11.0,25.0,37.0,37.0,16.0,13.0,28.0,19.0,6.0,3.0,30.0,23.0,13.0,43.0,3.0,1.0,60.0,16.0,38.0,24.0,13.0,18.0,28.0,34.0,15.0,29.0,54.0,33.0,2.0,65.0,17.0,32.0,47.0,12.0,37.0,4.0,33.0,14.0,1.0,14.0,26.0,13.0,28.0,18.0,4.0,61.0,0.0,19.0,26.0,13.0,27.0,19.0,11.0,11.0,16.0,35.0,11.0,30.0,17.0,4.0,30.0,38.0,19.0,3.0,8.0,18.0,9.0,48.0,25.0,35.0,22.0,19.0,15.0,25.0,30.0,6.0,18.0,4.0,6.0,2.0,0.0,12.0,8.0,17.0,31.0,16.0,33.0,21.0,26.0,20.0,39.0,51.0,45.0,22.0,7.0,23.0,38.0,41.0,16.0,47.0,32.0,28.0,23.0,11.0,33.0,50.0,34.0,1.0,34.0,17.0,8.0,44.0,32.0,44.0,1.0,7.0,13.0,21.0,16.0,25.0,30.0,7.0
2006-29,16.0,14.0,3.0,3.0,57.0,14.0,19.0,18.0,46.0,30.0,27.0,28.0,39.0,55.0,29.0,51.0,59.0,33.0,41.0,17.0,0.0,15.0,8.0,26.0,15.0,9.0,7.0,5.0,15.0,21.0,0.0,20.0,18.0,1.0,41.0,11.0,32.0,12.0,14.0,23.0,30.0,15.0,25.0,39.0,17.0,20.0,38.0,5.0,36.0,16.0,3.0,22.0,3.0,0.0,38.0,33.0,10.0,49.0,42.0,11.0,18.0,3.0,49.0,31.0,20.0,29.0,51.0,25.0,27.0,16.0,23.0,23.0,46.0,32.0,6.0,14.0,24.0,75.0,35.0,12.0,9.0,25.0,19.0,5.0,3.0,30.0,49.0,14.0,49.0,3.0,2.0,20.0,33.0,31.0,19.0,19.0,19.0,17.0,37.0,15.0,34.0,55.0,34.0,3.0,72.0,17.0,23.0,48.0,10.0,38.0,4.0,32.0,13.0,4.0,13.0,30.0,12.0,27.0,22.0,6.0,63.0,3.0,17.0,27.0,12.0,31.0,38.0,4.0,12.0,13.0,31.0,12.0,33.0,19.0,8.0,35.0,46.0,18.0,5.0,10.0,20.0,9.0,42.0,25.0,37.0,22.0,18.0,12.0,22.0,29.0,5.0,16.0,3.0,6.0,2.0,0.0,15.0,5.0,18.0,32.0,18.0,37.0,18.0,29.0,22.0,41.0,51.0,47.0,18.0,13.0,25.0,57.0,37.0,16.0,27.0,35.0,24.0,7.0,10.0,29.0,56.0,25.0,2.0,32.0,15.0,7.0,43.0,28.0,44.0,1.0,11.0,14.0,24.0,20.0,23.0,25.0,7.0
